id,title,brand,prompt
steelbird_sbh_35_white,"Steelbird SBH-35 White",Steelbird,"Professional 8k studio product photography of a Steelbird SBH-35 White motorcycle helmet. Features: gloss White finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_sbh_40,"Steelbird SBH-40",Steelbird,"Professional 8k studio product photography of a Steelbird SBH-40 motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_sbh_40_matte-black,"Steelbird SBH-40 Matte Black",Steelbird,"Professional 8k studio product photography of a Steelbird SBH-40 Matte Black motorcycle helmet. Features: matte Matte Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_sbh_40_trip,"Steelbird SBH-40 Trip",Steelbird,"Professional 8k studio product photography of a Steelbird SBH-40 Trip motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_sbh_40_trip_gloss-black,"Steelbird SBH-40 Trip Gloss Black",Steelbird,"Professional 8k studio product photography of a Steelbird SBH-40 Trip Gloss Black motorcycle helmet. Features: gloss Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_sbh_40_trip_hi-viz-yellow,"Steelbird SBH-40 Trip Hi-Viz Yellow",Steelbird,"Professional 8k studio product photography of a Steelbird SBH-40 Trip Hi-Viz Yellow motorcycle helmet. Features: gloss Hi-Viz Yellow finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_sbh_40_trip_silver-metallic,"Steelbird SBH-40 Trip Silver Metallic",Steelbird,"Professional 8k studio product photography of a Steelbird SBH-40 Trip Silver Metallic motorcycle helmet. Features: gloss Silver Metallic finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_sbh_40_trip_track-tc-5,"Steelbird SBH-40 Trip Track TC-5",Steelbird,"Professional 8k studio product photography of a Steelbird SBH-40 Trip Track TC-5 motorcycle helmet. Features: matte Track TC-5 finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_sbh_40_white,"Steelbird SBH-40 White",Steelbird,"Professional 8k studio product photography of a Steelbird SBH-40 White motorcycle helmet. Features: gloss White finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_sbh_45,"Steelbird SBH-45",Steelbird,"Professional 8k studio product photography of a Steelbird SBH-45 motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_sbh_45_grey,"Steelbird SBH-45 Grey",Steelbird,"Professional 8k studio product photography of a Steelbird SBH-45 Grey motorcycle helmet. Features: matte Grey finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_sbh_45_matte-black,"Steelbird SBH-45 Matte Black",Steelbird,"Professional 8k studio product photography of a Steelbird SBH-45 Matte Black motorcycle helmet. Features: matte Matte Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_spirit,"Steelbird Spirit",Steelbird,"Professional 8k studio product photography of a Steelbird Spirit motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_spirit_black,"Steelbird Spirit Black",Steelbird,"Professional 8k studio product photography of a Steelbird Spirit Black motorcycle helmet. Features: gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_spirit_silver,"Steelbird Spirit Silver",Steelbird,"Professional 8k studio product photography of a Steelbird Spirit Silver motorcycle helmet. Features: gloss Silver finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_storm,"Steelbird Storm",Steelbird,"Professional 8k studio product photography of a Steelbird Storm motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_storm_black,"Steelbird Storm Black",Steelbird,"Professional 8k studio product photography of a Steelbird Storm Black motorcycle helmet. Features: gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_storm_grey,"Steelbird Storm Grey",Steelbird,"Professional 8k studio product photography of a Steelbird Storm Grey motorcycle helmet. Features: matte Grey finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_swift,"Steelbird Swift",Steelbird,"Professional 8k studio product photography of a Steelbird Swift motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_swift_black,"Steelbird Swift Black",Steelbird,"Professional 8k studio product photography of a Steelbird Swift Black motorcycle helmet. Features: gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_swift_yellow,"Steelbird Swift Yellow",Steelbird,"Professional 8k studio product photography of a Steelbird Swift Yellow motorcycle helmet. Features: gloss Yellow finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_thunder,"Steelbird Thunder",Steelbird,"Professional 8k studio product photography of a Steelbird Thunder motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_thunder_gloss-white,"Steelbird Thunder Gloss White",Steelbird,"Professional 8k studio product photography of a Steelbird Thunder Gloss White motorcycle helmet. Features: gloss Gloss White finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_thunder_matte-black,"Steelbird Thunder Matte Black",Steelbird,"Professional 8k studio product photography of a Steelbird Thunder Matte Black motorcycle helmet. Features: matte Matte Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_thunder_red,"Steelbird Thunder Red",Steelbird,"Professional 8k studio product photography of a Steelbird Thunder Red motorcycle helmet. Features: gloss Red finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_thunder_x,"Steelbird Thunder X",Steelbird,"Professional 8k studio product photography of a Steelbird Thunder X motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_thunder_x_black,"Steelbird Thunder X Black",Steelbird,"Professional 8k studio product photography of a Steelbird Thunder X Black motorcycle helmet. Features: matte Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_thunder_x_white,"Steelbird Thunder X White",Steelbird,"Professional 8k studio product photography of a Steelbird Thunder X White motorcycle helmet. Features: gloss White finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_twister,"Steelbird Twister",Steelbird,"Professional 8k studio product photography of a Steelbird Twister motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_twister_black,"Steelbird Twister Black",Steelbird,"Professional 8k studio product photography of a Steelbird Twister Black motorcycle helmet. Features: gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_twister_grey,"Steelbird Twister Grey",Steelbird,"Professional 8k studio product photography of a Steelbird Twister Grey motorcycle helmet. Features: matte Grey finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_yap,"Steelbird Yap",Steelbird,"Professional 8k studio product photography of a Steelbird Yap motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_yap_black,"Steelbird Yap Black",Steelbird,"Professional 8k studio product photography of a Steelbird Yap Black motorcycle helmet. Features: gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_yap_hi-viz-yellow,"Steelbird Yap Hi-Viz Yellow",Steelbird,"Professional 8k studio product photography of a Steelbird Yap Hi-Viz Yellow motorcycle helmet. Features: gloss Hi-Viz Yellow finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_yap_silver,"Steelbird Yap Silver",Steelbird,"Professional 8k studio product photography of a Steelbird Yap Silver motorcycle helmet. Features: gloss Silver finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_zoom,"Steelbird Zoom",Steelbird,"Professional 8k studio product photography of a Steelbird Zoom motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_zoom_black,"Steelbird Zoom Black",Steelbird,"Professional 8k studio product photography of a Steelbird Zoom Black motorcycle helmet. Features: gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
steelbird_zoom_grey,"Steelbird Zoom Grey",Steelbird,"Professional 8k studio product photography of a Steelbird Zoom Grey motorcycle helmet. Features: matte Grey finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_apex_d8,"Studds Apex D8",Studds,"Professional 8k studio product photography of a Studds Apex D8 motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_apex_d8_matte-black,"Studds Apex D8 Matte Black",Studds,"Professional 8k studio product photography of a Studds Apex D8 Matte Black motorcycle helmet. Features: matte Matte Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_apex_d8_red,"Studds Apex D8 Red",Studds,"Professional 8k studio product photography of a Studds Apex D8 Red motorcycle helmet. Features: gloss Red finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_apex_d8_white,"Studds Apex D8 White",Studds,"Professional 8k studio product photography of a Studds Apex D8 White motorcycle helmet. Features: gloss White finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_blaze_d7,"Studds Blaze D7",Studds,"Professional 8k studio product photography of a Studds Blaze D7 motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_blaze_d7_black,"Studds Blaze D7 Black",Studds,"Professional 8k studio product photography of a Studds Blaze D7 Black motorcycle helmet. Features: matte Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_blaze_d7_red,"Studds Blaze D7 Red",Studds,"Professional 8k studio product photography of a Studds Blaze D7 Red motorcycle helmet. Features: gloss Red finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_blaze_d7_white,"Studds Blaze D7 White",Studds,"Professional 8k studio product photography of a Studds Blaze D7 White motorcycle helmet. Features: gloss White finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_cruiser_d4,"Studds Cruiser D4",Studds,"Professional 8k studio product photography of a Studds Cruiser D4 motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_cruiser_d4_black,"Studds Cruiser D4 Black",Studds,"Professional 8k studio product photography of a Studds Cruiser D4 Black motorcycle helmet. Features: gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_cruiser_d4_silver,"Studds Cruiser D4 Silver",Studds,"Professional 8k studio product photography of a Studds Cruiser D4 Silver motorcycle helmet. Features: gloss Silver finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_dragon_d9,"Studds Dragon D9",Studds,"Professional 8k studio product photography of a Studds Dragon D9 motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_dragon_d9_gloss-black,"Studds Dragon D9 Gloss Black",Studds,"Professional 8k studio product photography of a Studds Dragon D9 Gloss Black motorcycle helmet. Features: gloss Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_dragon_d9_grey,"Studds Dragon D9 Grey",Studds,"Professional 8k studio product photography of a Studds Dragon D9 Grey motorcycle helmet. Features: matte Grey finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_dragon_d9_pearl-white,"Studds Dragon D9 Pearl White",Studds,"Professional 8k studio product photography of a Studds Dragon D9 Pearl White motorcycle helmet. Features: gloss Pearl White finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_falcon_d5,"Studds Falcon D5",Studds,"Professional 8k studio product photography of a Studds Falcon D5 motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_falcon_d5_black,"Studds Falcon D5 Black",Studds,"Professional 8k studio product photography of a Studds Falcon D5 Black motorcycle helmet. Features: matte Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_falcon_d5_white,"Studds Falcon D5 White",Studds,"Professional 8k studio product photography of a Studds Falcon D5 White motorcycle helmet. Features: gloss White finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_glider_d6,"Studds Glider D6",Studds,"Professional 8k studio product photography of a Studds Glider D6 motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_glider_d6_black,"Studds Glider D6 Black",Studds,"Professional 8k studio product photography of a Studds Glider D6 Black motorcycle helmet. Features: gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_glider_d6_silver,"Studds Glider D6 Silver",Studds,"Professional 8k studio product photography of a Studds Glider D6 Silver motorcycle helmet. Features: gloss Silver finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_marshall,"Studds Marshall",Studds,"Professional 8k studio product photography of a Studds Marshall motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_marshall_anthracite,"Studds Marshall Anthracite",Studds,"Professional 8k studio product photography of a Studds Marshall Anthracite motorcycle helmet. Features: matte Anthracite finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_marshall_matte-black,"Studds Marshall Matte Black",Studds,"Professional 8k studio product photography of a Studds Marshall Matte Black motorcycle helmet. Features: matte Matte Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_marshall_pro_d4,"Studds Marshall Pro D4",Studds,"Professional 8k studio product photography of a Studds Marshall Pro D4 motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_marshall_pro_d4_black,"Studds Marshall Pro D4 Black",Studds,"Professional 8k studio product photography of a Studds Marshall Pro D4 Black motorcycle helmet. Features: matte Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_marshall_pro_d4_grey,"Studds Marshall Pro D4 Grey",Studds,"Professional 8k studio product photography of a Studds Marshall Pro D4 Grey motorcycle helmet. Features: matte Grey finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_marshall_silver-metallic,"Studds Marshall Silver Metallic",Studds,"Professional 8k studio product photography of a Studds Marshall Silver Metallic motorcycle helmet. Features: gloss Silver Metallic finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_marshall_urban-tc-1,"Studds Marshall Urban TC-1",Studds,"Professional 8k studio product photography of a Studds Marshall Urban TC-1 motorcycle helmet. Features: matte Urban TC-1 finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_motocross_d5,"Studds Motocross D5",Studds,"Professional 8k studio product photography of a Studds Motocross D5 motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: atmospheric outdoor motocross track lighting, sunset, dust particles. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_motocross_d5_matte-black,"Studds Motocross D5 Matte Black",Studds,"Professional 8k studio product photography of a Studds Motocross D5 Matte Black motorcycle helmet. Features: matte Matte Black finish,  floating in air. Lighting: atmospheric outdoor motocross track lighting, sunset, dust particles. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_motocross_d5_pearl-white,"Studds Motocross D5 Pearl White",Studds,"Professional 8k studio product photography of a Studds Motocross D5 Pearl White motorcycle helmet. Features: gloss Pearl White finish,  floating in air. Lighting: atmospheric outdoor motocross track lighting, sunset, dust particles. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_motocross_d5_raptor-red,"Studds Motocross D5 Raptor Red",Studds,"Professional 8k studio product photography of a Studds Motocross D5 Raptor Red motorcycle helmet. Features: gloss Raptor Red finish,  floating in air. Lighting: atmospheric outdoor motocross track lighting, sunset, dust particles. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_ninja_d4,"Studds Ninja D4",Studds,"Professional 8k studio product photography of a Studds Ninja D4 motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_ninja_d4_grey,"Studds Ninja D4 Grey",Studds,"Professional 8k studio product photography of a Studds Ninja D4 Grey motorcycle helmet. Features: matte Grey finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_ninja_d4_matte-black,"Studds Ninja D4 Matte Black",Studds,"Professional 8k studio product photography of a Studds Ninja D4 Matte Black motorcycle helmet. Features: matte Matte Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_pro_d8,"Studds Pro D8",Studds,"Professional 8k studio product photography of a Studds Pro D8 motorcycle helmet. Features: Gloss Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_pro_d8_gloss-white,"Studds Pro D8 Gloss White",Studds,"Professional 8k studio product photography of a Studds Pro D8 Gloss White motorcycle helmet. Features: gloss Gloss White finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_pro_d8_hi-viz-yellow,"Studds Pro D8 Hi-Viz Yellow",Studds,"Professional 8k studio product photography of a Studds Pro D8 Hi-Viz Yellow motorcycle helmet. Features: gloss Hi-Viz Yellow finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_pro_d8_matte-black,"Studds Pro D8 Matte Black",Studds,"Professional 8k studio product photography of a Studds Pro D8 Matte Black motorcycle helmet. Features: matte Matte Black finish, highly detailed exposed carbon fiber weave texture,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_ranger_d6,"Studds Ranger D6",Studds,"Professional 8k studio product photography of a Studds Ranger D6 motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_ranger_d6_matte-black,"Studds Ranger D6 Matte Black",Studds,"Professional 8k studio product photography of a Studds Ranger D6 Matte Black motorcycle helmet. Features: matte Matte Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_ranger_d6_silver,"Studds Ranger D6 Silver",Studds,"Professional 8k studio product photography of a Studds Ranger D6 Silver motorcycle helmet. Features: gloss Silver finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_ranger_x_d5,"Studds Ranger X D5",Studds,"Professional 8k studio product photography of a Studds Ranger X D5 motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_ranger_x_d5_black,"Studds Ranger X D5 Black",Studds,"Professional 8k studio product photography of a Studds Ranger X D5 Black motorcycle helmet. Features: gloss Black finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_ranger_x_d5_silver,"Studds Ranger X D5 Silver",Studds,"Professional 8k studio product photography of a Studds Ranger X D5 Silver motorcycle helmet. Features: gloss Silver finish,  floating in air. Lighting: dramatic studio lighting with rim highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_rider_d5,"Studds Rider D5",Studds,"Professional 8k studio product photography of a Studds Rider D5 motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_rider_d5_black,"Studds Rider D5 Black",Studds,"Professional 8k studio product photography of a Studds Rider D5 Black motorcycle helmet. Features: gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_rider_d5_blue,"Studds Rider D5 Blue",Studds,"Professional 8k studio product photography of a Studds Rider D5 Blue motorcycle helmet. Features: gloss Blue finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_rider_d5_white,"Studds Rider D5 White",Studds,"Professional 8k studio product photography of a Studds Rider D5 White motorcycle helmet. Features: gloss White finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_rider_pro_d6,"Studds Rider Pro D6",Studds,"Professional 8k studio product photography of a Studds Rider Pro D6 motorcycle helmet. Features: Gloss Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
studds_rider_pro_d6_black,"Studds Rider Pro D6 Black",Studds,"Professional 8k studio product photography of a Studds Rider Pro D6 Black motorcycle helmet. Features: matte Black finish,  floating in air. Lighting: cinematic dark studio photography, neon accents, sharp highlights. Composition: side view or three-quarter view, blurred background, hyper-realistic, octane render, unreal engine 5 style."
